state_code,county_code,site_number,parameter_code,poc,latitude,longitude,datum,parameter,sample_duration,pollutant_standard,date_local,units_of_measure,event_type,observation_count,observation_percent,validity_indicator,arithmetic_mean,first_max_value,first_max_hour,aqi,method_code,method,local_site_name,site_address,state,county,city,cbsa_code,cbsa,date_of_last_change
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,1 HOUR,Ozone 1-hour 1979,2020-01-01,Parts per million,None,24,100.0,Y,0.025708,0.037,15,,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 1997,2020-01-01,Parts per million,None,24,100.0,Y,0.021708,0.034,8,31.0,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,2020-01-01,Parts per million,None,24,100.0,Y,0.021708,0.034,8,31.0,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,2020-01-01,Parts per million,None,17,100.0,Y,0.018882,0.034,8,31.0,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,1 HOUR,Ozone 1-hour 1979,2020-01-02,Parts per million,None,24,100.0,Y,0.014208,0.03,13,,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 1997,2020-01-02,Parts per million,None,24,100.0,Y,0.017208,0.027,20,25.0,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,2020-01-02,Parts per million,None,24,100.0,Y,0.017208,0.027,20,25.0,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,2020-01-02,Parts per million,None,17,100.0,Y,0.021765,0.027,20,25.0,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,1 HOUR,Ozone 1-hour 1979,2020-01-03,Parts per million,None,24,100.0,Y,0.016042,0.028,0,,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 1997,2020-01-03,Parts per million,None,24,100.0,Y,0.012458,0.024,0,22.0,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,2020-01-03,Parts per million,None,24,100.0,Y,0.012458,0.024,0,22.0,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,2020-01-03,Parts per million,None,17,100.0,Y,0.008882,0.018,7,17.0,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,1 HOUR,Ozone 1-hour 1979,2020-01-04,Parts per million,None,24,100.0,Y,0.012875,0.026,22,,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 1997,2020-01-04,Parts per million,None,24,100.0,Y,0.015208,0.025,22,23.0,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,2020-01-04,Parts per million,None,24,100.0,Y,0.015208,0.025,22,23.0,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,2020-01-04,Parts per million,None,17,100.0,Y,0.018176,0.025,22,23.0,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,1 HOUR,Ozone 1-hour 1979,2020-01-05,Parts per million,None,24,100.0,Y,0.023917,0.033,15,,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 1997,2020-01-05,Parts per million,None,24,100.0,Y,0.021833,0.03,8,28.0,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,2020-01-05,Parts per million,None,24,100.0,Y,0.021833,0.03,8,28.0,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,2020-01-05,Parts per million,None,17,100.0,Y,0.019471,0.03,8,28.0,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,1 HOUR,Ozone 1-hour 1979,2020-01-06,Parts per million,None,24,100.0,Y,0.020625,0.034,13,,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 1997,2020-01-06,Parts per million,None,24,100.0,Y,0.018875,0.031,11,29.0,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,2020-01-06,Parts per million,None,24,100.0,Y,0.018875,0.031,11,29.0,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,2020-01-06,Parts per million,None,17,100.0,Y,0.020412,0.031,11,29.0,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,1 HOUR,Ozone 1-hour 1979,2020-01-07,Parts per million,None,23,96.0,Y,0.012826,0.031,13,,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 1997,2020-01-07,Parts per million,None,24,100.0,Y,0.014625,0.02,10,19.0,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,2020-01-07,Parts per million,None,24,100.0,Y,0.014625,0.02,10,19.0,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,2020-01-07,Parts per million,None,17,100.0,Y,0.018176,0.02,10,19.0,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,1 HOUR,Ozone 1-hour 1979,2020-01-08,Parts per million,None,24,100.0,Y,0.0145,0.031,12,,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 1997,2020-01-08,Parts per million,None,24,100.0,Y,0.0125,0.02,5,19.0,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,2020-01-08,Parts per million,None,24,100.0,Y,0.0125,0.02,5,19.0,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,2020-01-08,Parts per million,None,17,100.0,Y,0.010412,0.018,7,17.0,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,1 HOUR,Ozone 1-hour 1979,2020-01-09,Parts per million,None,23,96.0,Y,0.015348,0.025,14,,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 1997,2020-01-09,Parts per million,None,24,100.0,Y,0.016042,0.022,10,20.0,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,2020-01-09,Parts per million,None,24,100.0,Y,0.016042,0.022,10,20.0,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,2020-01-09,Parts per million,None,17,100.0,Y,0.019118,0.022,10,20.0,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,1 HOUR,Ozone 1-hour 1979,2020-01-10,Parts per million,None,23,96.0,Y,0.019435,0.028,12,,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 1997,2020-01-10,Parts per million,None,24,100.0,Y,0.018,0.025,9,23.0,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,2020-01-10,Parts per million,None,24,100.0,Y,0.018,0.025,9,23.0,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,2020-01-10,Parts per million,None,17,100.0,Y,0.018824,0.025,9,23.0,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,1 HOUR,Ozone 1-hour 1979,2020-01-11,Parts per million,None,24,100.0,Y,0.023,0.032,12,,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 1997,2020-01-11,Parts per million,None,24,100.0,Y,0.025042,0.03,8,28.0,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,2020-01-11,Parts per million,None,24,100.0,Y,0.025042,0.03,8,28.0,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,2020-01-11,Parts per million,None,17,100.0,Y,0.027353,0.03,8,28.0,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,1 HOUR,Ozone 1-hour 1979,2020-01-12,Parts per million,None,24,100.0,Y,0.025875,0.035,10,,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 1997,2020-01-12,Parts per million,None,24,100.0,Y,0.0235,0.033,9,31.0,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,2020-01-12,Parts per million,None,24,100.0,Y,0.0235,0.033,9,31.0,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,2020-01-12,Parts per million,None,17,100.0,Y,0.022471,0.033,9,31.0,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,1 HOUR,Ozone 1-hour 1979,2020-01-13,Parts per million,None,22,92.0,Y,0.006364,0.014,0,,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 1997,2020-01-13,Parts per million,None,24,100.0,Y,0.004875,0.009,0,8.0,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,2020-01-13,Parts per million,None,24,100.0,Y,0.004875,0.009,0,8.0,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,2020-01-13,Parts per million,None,17,100.0,Y,0.004294,0.007,8,6.0,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,1 HOUR,Ozone 1-hour 1979,2020-01-14,Parts per million,None,24,100.0,Y,0.005458,0.015,13,,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 1997,2020-01-14,Parts per million,None,24,100.0,Y,0.005333,0.008,9,7.0,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,2020-01-14,Parts per million,None,24,100.0,Y,0.005333,0.008,9,7.0,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,2020-01-14,Parts per million,None,17,100.0,Y,0.006059,0.008,9,7.0,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,1 HOUR,Ozone 1-hour 1979,2020-01-15,Parts per million,None,24,100.0,Y,0.010042,0.018,14,,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 1997,2020-01-15,Parts per million,None,24,100.0,Y,0.010542,0.013,8,12.0,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,2020-01-15,Parts per million,None,24,100.0,Y,0.010542,0.013,8,12.0,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,2020-01-15,Parts per million,None,17,100.0,Y,0.012235,0.013,8,12.0,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,1 HOUR,Ozone 1-hour 1979,2020-01-16,Parts per million,None,24,100.0,Y,0.024042,0.032,12,,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 1997,2020-01-16,Parts per million,None,24,100.0,Y,0.025458,0.03,9,28.0,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,2020-01-16,Parts per million,None,24,100.0,Y,0.025458,0.03,9,28.0,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
11,001,0041,44201,1,38.895572,-76.958072,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-hour 2015,2020-01-16,Parts per million,None,17,100.0,Y,0.027647,0.03,9,28.0,047,INSTRUMENTAL - ULTRA VIOLET,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020-08-05
